,features,categorical_target_1,categorical_target_2,continuous_target_1,continous_target_2
57109,"Aromas of ripe berry, fragrant blue flower and a whiff of Alpine herb lead the nose. The generous palate offers juicy black cherry, crushed raspberry, cinnamon and licorice alongside firm, fine-grained tannins. Drink 2018–2023.",Italy,Nebbiolo,90,40.0
87190,"The immediate sensation is of sulfur and reduction; underneath there is some greeness but also bright red fruit and floral flavors, with a short to medium finish.",Italy,Dolcetto,82,14.0
50359,"The vineyard of this estate is shaped like an amphitheater facing south. The great exposure produces a full rich wine which moves easily between solid, dense and dry tannins and powerful black fruits. Together they make a ripe full-bodied wine that will age. Drink from 2021.",France,Malbec,92,25.0
27381,"This is a bright and approachable wine, with forward notes of blueberry, plum and wild strawberry accented by hints of garrigue and vanilla. Swaths of mocha and sweet spice add richness to the palate and linger on the medium-length finish.",France,Rhône-style Red Blend,86,23.0
30631,"The opening is a touch scratchy and herbal, but there are also nice berry fruit aromas. The palate is ripe and substantial in feel. Flavors of sweet black plum and spice come with a touch of wood, while the finish is spicy like a licorice gumdrop.",Chile,Carmenère,87,9.0
100183,"A very nice Cab Franc that shows how well this variety can do in the Sierra Foothills. It's quite soft and light in body, making it a wine for early drinking. But it offers waves of cherries, anisettte liqueur, cocoa, pepper and mint flavors that are delicious.",US,Cabernet Franc,87,24.0
98322,"While concentrated black-cherry flavors shine brightly, this herbaceous wine suggests a leaner, more savory expression of Long Island Pinot Noir. Bright acidity and firm tannins maintain a taut, tight feel.",US,Pinot Noir,88,40.0
41847,"A well-made wine, showing lots of terroir in the mineral-infused blackberry, black currant, chocolate and anise flavors. The tannins are structurally superb, while the finish is dry and complex. A very fine wine that should gather momentum for at least a decade.",US,Cabernet Sauvignon,95,65.0
81117,"Sicilia and Syrah make a formidable team. This value wine from the Sambuca area of the island opens with a soft, velvety mouthfeel and delivers plump aromas of black fruit, cherry, white pepper and dark spice. The fruit element is bright and focused.",Italy,Syrah,87,10.0
51820,"Cherry and plum, chocolate and peppery herbs combine here in a well-structured wine with some years of life ahead. Aged in one-third new French oak for 11 months, it will reward decanting or aeration if you are drinking it in the next year or two.",Canada,Pinot Noir,89,40.0
73288,"Ripe tropical fruit and oak dominate this overly sweet Chardonnay. It's very rich in pineapple tart, golden mango, buttered toast and crème brûlée flavors, but lacks dry balance. Tastes like there's a lot of white sugar in there.",US,Chardonnay,84,32.0
81384,"Smells hot and rubbery,  cherry cola-like and syrupy, not a good sign. In the mouth, it's awkwardly sweet and gluey, with the flavor of sweetened rose hip tea, and fairly hefty tannins. Not going anywhere. —S.H.",US,Cabernet Sauvignon-Merlot,82,13.0
87304,"Unfined, unfiltered, wood aged, this wine was created as a tribute to old-style Sancerre. With its intensity and definite wood aging character, it is certainly different. It retains the green fruit character of pure Sauvignon Blanc while offering a more oxidative richness.",France,Sauvignon Blanc,93,
501,A Verdelho with a taste of nuts—like Marcona almonds—it gets more fruity and aromatic after a good swirl. This is marked by a tangy sweetness on the finish.,US,Verdelho,87,15.0
64507,"This wine smells hard and lemony, and thus it's not surprising that the palate feels citric and tangy, with hard tannins. The flavor profile includes lemony oak, rubbery red fruit and mild earthy flavors in front of a drying finish. Drink now.",Spain,Tempranillo Blend,85,14.0
59334,"Charred aromas top this dark-fruited, high-quality Bobal from central Spain. While not very complex, this wine is exceedingly friendly and easy to like; it feels smooth and deep, with oaky goodness supporting black-fruit, carob and herbal flavors. Toast, blackberry, licorice and clove flavors all rise up on a clean, medium-length finish.",Spain,Bobal,89,15.0
17535,"This wine is so pale in color, with bright fruitiness and a light pepper and spice touch. The wine is soft and tangy, with plenty of aromatic acidity at the end.",France,Rosé,86,
60698,"Dark in color, this Mencía smells of turned earth, roots, herbs, dried cheese, tobacco and baked black fruits. It's round and chunky on the palate, but cobbled together at its foundation. Ripe blackberry and raspberry flavors come with vanilla and creamy notes in front of an ephemeral finish. Drink through 2017.",Spain,Mencía,89,22.0
116129,The acidity that is a characteristic of the vintage shows through in this wine. It clashes with the tannins to give a strangely unbalanced wine.,France,Bordeaux-style Red Blend,82,14.0
83508,"Gotta hand it to Trivento, Concha y Toro's Argentine operation: their wines are consistent from year to year. Once again, the Select Chardonnay features a smooth, buttery nose and a well-oaked but healthy palate. It's woody for sure, but there's lemony balance. We wouldn't call this stately or great, but it gets the job done at $11.",Argentina,Chardonnay,86,11.0
55052,"Herbal and spicy, with some rubbery notes to the nose and a bit of pickle to the flavors. The plum fruit on the palate is round and peppery, while the wine finishes warm and full. Decent fruit but not rich.",Chile,Cabernet Sauvignon,84,10.0
12147,"This wine is mostly Grenache (70%) along with Mourvèdre and Syrah. The aromas of raspberry and peppery spices are light and pure. The red-fruit and plum flavors are elegant yet sumptuous in feel, with the oak pulled back. It's unabashedly appealing and a great value to boot.",US,Rhône-style Red Blend,91,15.0
125408,"Owned by an expat artist/writer couple, Máté shows a great evolution of style and grace over the past years. This 2006 Brunello straddles modernity and tradition with a playful juxtaposition of wild berry and raspberry aromas against vanilla, clove and cinnamon spice.",Italy,Sangiovese Grosso,92,65.0
124490,"This blend of the two classic grapes of Vinho Verde, Loureiro and Alvarinho, is packed with fruit. Apples, lemons and a touch of ripe pear just fill the palate. It is a dry wine, refreshing and crisp with a mineral aftertaste.",Portugal,Portuguese White,90,9.0
35347,"Named after the French king who first said that Champagne had to be bottled (thereby allowing the bubbles to be retained), this dry rosé is rich, beginning to mature and full of ripe red fruits. Hints of toast and almonds add an extra dimension to the wine's complexity. It is ready to drink.",France,Champagne Blend,92,207.0
87232,"This smells like waffles and maple syrup, and feels very generous. The smooth texture shows moderate tannins, while a brown-sugar note rounds out the finish.",US,Cabernet Sauvignon,85,12.0
126256,"Initially, the red fruits dominate, exploding in the mouth. Then the tannins take over, giving a wine that is hugely structured and powerful. The fruits, though, are as impressive as the tannins, the combination giving a wine that is both juicy and smoky, finished with new wood.",France,Pinot Noir,94,
74327,"This blend of Viura, Malvasia and Tempranillo Blanco smells a bit sweaty and like passion fruit. The palate has a fresh, citrusy feel and flavors of lime and grapefruit. It's fresh and clean but dilute on the close.",Spain,Viura,83,13.0
61843,"Leafy underbrush, baked dirt and chopped aromatic herb aromas waft out of the glass. The round, forward palate delivers mature black currant, black raspberry, licorice and ground pepper. Soft tannins and fresh acidity offer support. Drink soon to catch the remaining fruit flavors.",Italy,Barbera,87,
84589,"Sourced from Rodgers Creek Vineyard, this is an ethereal, feminine Pinot, sublime in color and texture, bright in tart cherry. Brisk in acidity, it offers an undercurrent of dried herbes de Provence, cinnamon and exotic spice, evolving in the glass as it goes.",US,Pinot Noir,94,30.0
28561,This Primitivo has a raw nose with notes of tin can and petroleum that take away from the natural integrity of the fruit. The wine is light and thin in appearance with a sour note on the close.,Italy,Primitivo,81,14.0
51526,"Oak, pepper, cinnamon and clove aromas give this red a masculine, exotic edge. On the palate, cherry, tea and cinnamon flavors are likeable and easy to drink. A fun red for everyday enjoyment.",Greece,Red Blend,86,23.0
56095,"Coming from flint soil, this is a structured, mineral wine. Tight texture, tangy acidity and an almost chewy character show that this young wine is still developing. It will reveal citrus and apple flavors in a year, so drink from 2017.",France,Sauvignon Blanc,90,16.0
111113,"This delicious, crisp wine conveys a great bite of fruit and acidity. It has light tannins, tasty crushed raspberry fruits and lively acidity at the end.",France,Rosé,88,15.0
25947,"Soft, juicy and uncomplicated, this Cab Franc immediately offers likeable cherry and sweet oak flavors. The tannins beg for steak.",US,Cabernet Franc,87,24.0
19389,"This rich, oaky selection leads with aromas of roasted almonds, honeycomb, yellow apple and apricot preserves. Those notes carry through to the bold, round palate, partnered with assertive flavors of oak spice, toasted challah and buttered popcorn. Drink now.",South Africa,Chardonnay,89,45.0
